author,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-12,2013-01,2013-06,2013-11,2014-01,2014-02,2015-02,2015-03,2015-04
Tarek Amr,7,10,6,6,2,5,3,4,1,3,8,5,1,4,5,2,2,5,2,2,2,6,2,2,2,4,2,6,2
